"","tissue","ENSG00000104814"
"1224","Thyroid",3.4378
"1225","Thyroid",0.6733
"1226","Thyroid",4.7888
"1227","Thyroid",1.2413
"1228","Thyroid",2.9043
"1229","Thyroid",2.5966
"1230","Thyroid",3.3018
"1231","Thyroid",4.9871
"1232","Thyroid",3.2536
"1233","Thyroid",6.7339
"1234","Thyroid",2.3931
"1235","Thyroid",0.606
"1236","Thyroid",0.4195
"1237","Thyroid",13.7691
"1238","Thyroid",8.898
"1239","Thyroid",3.6799
"1240","Thyroid",1.7664
"1241","Thyroid",2.4442
"1242","Thyroid",11.8093
"1243","Thyroid",4.0635
"1244","Thyroid",3.7544
"1245","Thyroid",4.2413
"1246","Thyroid",5.4412
"1247","Thyroid",1.8131
"1248","Thyroid",8.0374
"1249","Thyroid",2.5591
"1250","Thyroid",2.6375
"1251","Thyroid",3.169
"1252","Thyroid",4.8784
"1253","Thyroid",3.701
"1254","Thyroid",1.3803
"1255","Thyroid",0.7646
"1256","Thyroid",2.8013
"1257","Thyroid",2.3161
"1258","Thyroid",2.8764
"1259","Thyroid",11.3666
"1260","Thyroid",7.368
"1261","Thyroid",14.0182
"1262","Thyroid",4.5943
"1263","Thyroid",1.7802
"1264","Thyroid",3.198
"1265","Thyroid",1.8983
"1266","Thyroid",4.1176
"1267","Thyroid",5.7251
"1268","Thyroid",10.3875
"1269","Thyroid",2.308
"1270","Thyroid",1.0823
"1271","Thyroid",12.6796
"1272","Thyroid",2.9447
"1273","Thyroid",0.8287
"1274","Thyroid",8.9475
"1275","Thyroid",3.1938
"1276","Thyroid",1.1536
"1277","Thyroid",1.6269
"1278","Thyroid",14.0568
"1279","Thyroid",1.5106
"1280","Thyroid",0.7111
"1281","Thyroid",31.7445
"1282","Thyroid",0.6273
"1283","Thyroid",3.7778
"1284","Thyroid",5.6516
"1285","Thyroid",4.7799
"1286","Thyroid",4.511
"1287","Thyroid",7.6357
"1288","Thyroid",170.6651
"1289","Thyroid",4.6765
"1290","Thyroid",0.5978
"1291","Thyroid",4.5658
"1292","Thyroid",1.8229
"1293","Thyroid",2.0347
"1294","Thyroid",17.0476
"1295","Thyroid",6.4883
"1296","Thyroid",0.9847
"1297","Thyroid",4.2611
"1298","Thyroid",3.685
"1299","Thyroid",0.6698
"1300","Thyroid",3.7263
"1301","Thyroid",1.1323
"1302","Thyroid",4.0811
"1303","Thyroid",1.1454
"1304","Uterus",1.2926
"1305","Uterus",6.9407
"1306","Uterus",25.7602
"1307","Uterus",6.6221
"1308","Uterus",3.8887
"1309","Uterus",5.8791
"1310","Uterus",4.2269
"1311","Uterus",6.5818
"1312","Uterus",2.6997
"1313","Uterus",14.4002
"1314","Uterus",1.8085
"1315","Uterus",2.3171
"1316","Uterus",20.8448
"1317","Uterus",5.3956
"1318","Uterus",1.6491
"1319","Uterus",13.5051
"1320","Uterus",3.2987
"1321","Uterus",5.5917
"1322","Uterus",3.7106
"1323","Uterus",5.4909
"1324","Uterus",1.4599
"1325","Uterus",3.1645
"1326","Uterus",1.1082
"1327","Uterus",1.8689
"1328","Uterus",1.8525
"1329","Uterus",6.3937
"1330","Uterus",10.2843
"1331","Uterus",0.8921
"1332","Uterus",12.8104
"1333","Uterus",1.9249
"1334","Uterus",2.7901
"1335","Uterus",2.3997
"1336","Uterus",2.0291
"1337","Uterus",6.4443
"1338","Uterus",5.4171
"1339","Uterus",5.0255
"1340","Uterus",2.3577
"1341","Uterus",6.5951
"1342","Uterus",3.6254
"1343","Uterus",17.2355
"1344","Uterus",7.0865
"1345","Uterus",3.8898
"1346","Uterus",3.8418
"1347","Uterus",2.623
"1348","Uterus",0.7653
"1349","Uterus",3.368
"1350","Uterus",1.0033
"1351","Uterus",5.371
"1352","Uterus",1.4021
"1353","Uterus",3.675
"1354","Uterus",12.3554
"1355","Uterus",2.087
"1356","Uterus",0.8088
"1357","Uterus",21.226
"1358","Uterus",3.836
"1359","Uterus",1.8303
"1360","Uterus",3.9407
"1361","Uterus",6.7071
"1362","Uterus",7.4297
"1363","Uterus",1.2998
"1364","Uterus",1.3319
"1365","Uterus",2.6495
"1366","Uterus",0.7052
"1367","Uterus",1.7287
"1368","Uterus",5.0604
"1369","Uterus",7.2123
"1370","Uterus",4.7173
"1371","Uterus",6.951
"1372","Uterus",4.7323
"1373","Uterus",1.6468
"1374","Uterus",11.9736
"1375","Uterus",7.5982
"1376","Uterus",3.0768
"1377","Uterus",1.2044
"1378","Uterus",3.4071
"1379","Uterus",5.8223
"1380","Uterus",1.7667
"1381","Uterus",2.1072
"1382","Uterus",2.8513
"1383","Uterus",0.3788
"1384","Uterus",1.4128
"1385","Uterus",14.0967
"1386","Uterus",9.6883
"1387","Uterus",7.5901
"1388","Uterus",1.9481
"1389","Uterus",5.5098
"1390","Uterus",2.7403
"1391","Uterus",2.0355
"1392","Uterus",2.8341
"1393","Uterus",1.6704
"1394","Uterus",3.7245
"1395","Uterus",0.9048
"1396","Uterus",1.8671
"1397","Uterus",2.1141
"1398","Uterus",2.5028
"1399","Uterus",2.4038
"1400","Uterus",7.4726
"1401","Uterus",10.652
